Electronics International Inc
CGR-30P Flight Data Recording
Aircraft ID....: C-FHTI
Unit ID........: 10003459
EDC Models.....: P-4-6-G,,
SW Version.....: 1.2
Tracking Number: 456
Local Time: 2026/06/18 10:14:12 
Zulu Time.: 2026/06/18 17:14:12 
Flight Number: 1357
Engine Hours.: 2302.10 hrs
Tach Time....: 1287.65 hrs
Data Logging Interval: 0.3 sec

TIME,SEL TANK QTY,RPMLEFT;RPM,RPMRIGHT;RPM,RPM;***,TEMP COMP;*F,OAT;*C,VOLTS;V,VOLTS    ANN;V,AMPS;A,FLOW;GPH,EGT1;*F,EGT2;*F,EGT3;*F,EGT4;*F,EGT:;***,EGT-D:;***,EGT-H:;***,CHT1;*F,CHT2;*F,CHT3;*F,CHT4;*F,CHT:;***,CHT-D:;***,CHT-H:;***,FUEL L;GAL,FUEL L   ANN;GAL,FUEL R;GAL,FUEL R   ANN;GAL,OIL P;PSI,OIL T;*F,OIL T    ANN;*F,CARB T;*F,FLT;HRS,TACH;HRS,EST  TOTAL;GAL,RANGE;NM,TO DEST;NM,AT DEST;NM,REMAIN;GAL,TO DEST;GAL,AT DEST;GAL,TO EMPTY;H:M,TO DEST;H:M,AT DEST;H:M,DISTANCE;NM,TIME;H:M,QUANTITY;GAL,FLIGHT;GAL,SINCE ADD;GAL,ECONOMY;MPG,ENGINE;GPH,SWITCH IN;H:M,SWTCH    ANN; ,FUEL     ANN; ,
10:14:16,TOTAL   : 30.99,1130,1150,1130,72,23,13.8,13.8,6.6,3.6,424,342,381,472,451,128,451,65,65,65,65,65,1,65,16.1,16.1,15.9,15.9,59,65,65,47,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:03,  0:00,  0:00,0.0,  8:03,0.0,0.0,5.0,0.0,3.6,59.0,100.0,31.0,
10:14:16,TOTAL   : 30.99,1130,1170,1130,72,23,13.8,13.8,6.5,3.6,444,359,400,492,472,130,472,65,65,65,65,65,0,65,16.8,16.8,16.5,16.5,59,65,65,46,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:43,  0:00,  0:00,0.0,  8:43,0.0,0.0,5.0,0.0,3.6,59.0,100.0,31.0,
10:14:16,TOTAL   : 30.99,1150,1190,1190,72,23,13.8,13.8,6.6,3.6,463,379,421,511,492,133,492,65,65,65,65,65,0,65,17.4,17.4,17.2,17.2,59,65,65,46,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:43,  0:00,  0:00,0.0,  8:43,0.0,0.0,5.0,0.0,3.6,59.0,100.0,31.0,
10:14:17,TOTAL   : 30.99,1150,1190,1190,72,23,13.8,13.8,6.6,3.8,483,396,441,530,511,133,511,65,65,65,64,65,0,65,18.0,18.0,17.8,17.8,59,65,65,46,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:43,  0:00,  0:00,0.0,  8:43,0.0,0.0,5.0,0.0,3.8,59.0,100.0,31.0,
10:14:17,TOTAL   : 30.99,1150,1200,1200,72,23,13.8,13.8,6.8,4.1,502,415,462,547,530,134,530,65,65,65,64,65,1,65,18.0,18.0,17.8,17.8,59,65,65,46,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:03,  0:00,  0:00,0.0,  8:03,0.0,0.0,5.0,0.0,4.1,59.0,100.0,31.0,
10:14:17,TOTAL   : 30.99,1180,1210,1210,72,23,13.8,13.8,7.0,4.1,521,435,483,565,547,132,547,65,65,65,65,65,1,65,18.0,18.0,17.8,17.8,59,65,65,46,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  7:28,  0:00,  0:00,0.0,  7:28,0.0,0.0,5.0,0.0,4.1,59.0,100.0,31.0,
10:14:18,TOTAL   : 30.99,1180,1210,1210,72,23,13.8,13.8,7.0,4.1,521,435,483,565,547,132,547,65,65,65,65,65,1,65,18.0,18.0,17.8,17.8,59,65,65,46,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  7:28,  0:00,  0:00,0.0,  7:28,0.0,0.0,5.0,0.0,4.1,59.0,100.0,31.0,
10:14:18,TOTAL   : 30.98,1180,1180,1180,72,23,13.8,13.8,6.8,4.1,556,473,522,597,581,128,581,65,65,65,65,65,0,65,18.0,18.0,17.8,17.8,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  7:28,  0:00,  0:00,0.0,  7:28,0.0,0.0,5.0,0.0,4.1,59.0,100.0,31.0,
10:14:18,TOTAL   : 30.98,1180,1180,1180,72,23,13.8,13.8,6.6,3.8,574,492,541,613,597,125,597,65,65,65,65,65,0,65,18.0,18.0,17.7,17.7,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  7:28,  0:00,  0:00,0.0,  7:28,0.0,0.0,5.0,0.0,3.8,59.0,100.0,31.0,
10:14:19,TOTAL   : 30.98,1180,1180,1180,72,23,13.8,13.8,6.6,3.8,574,492,541,613,597,125,597,65,65,65,65,65,0,65,18.0,18.0,17.7,17.7,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  7:28,  0:00,  0:00,0.0,  7:28,0.0,0.0,5.0,0.0,3.8,59.0,100.0,31.0,
10:14:19,TOTAL   : 30.98,1170,1150,1150,72,23,13.8,13.8,6.1,3.8,605,531,578,641,627,116,627,65,65,65,65,65,0,65,18.0,18.0,17.7,17.7,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:03,  0:00,  0:00,0.0,  8:03,0.0,0.0,5.0,0.0,3.8,59.0,100.0,31.0,
10:14:19,TOTAL   : 30.98,1170,1150,1150,72,23,13.8,13.8,6.1,3.8,605,531,578,641,627,116,627,65,65,65,65,65,0,65,18.0,18.0,17.7,17.7,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:03,  0:00,  0:00,0.0,  8:03,0.0,0.0,5.0,0.0,3.8,59.0,100.0,31.0,
10:14:20,TOTAL   : 30.98,1170,1120,1120,72,23,13.8,13.8,6.0,3.8,621,548,595,654,641,110,641,65,65,65,65,65,0,65,18.0,18.0,17.7,17.7,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:03,  0:00,  0:00,0.0,  8:03,0.0,0.0,5.0,0.0,3.8,59.0,100.0,31.0,
10:14:20,TOTAL   : 30.98,1070,1070,1070,72,23,13.8,13.8,6.1,3.8,635,567,612,666,654,106,654,65,65,65,65,65,0,65,18.0,18.0,17.7,17.7,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:03,  0:00,  0:00,0.0,  8:03,0.0,0.0,5.0,0.0,3.8,59.0,100.0,31.0,
10:14:20,TOTAL   : 30.98,1070,1060,1060,72,23,13.8,13.8,6.0,4.1,649,583,627,677,666,99,666,65,65,65,65,65,0,65,18.0,18.0,17.7,17.7,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:03,  0:00,  0:00,0.0,  8:03,0.0,0.0,5.0,0.0,4.1,59.0,100.0,31.0,
10:14:21,TOTAL   : 30.98,1070,1040,1040,72,23,13.8,13.8,6.1,4.4,663,599,642,689,677,94,677,65,65,65,65,65,0,65,18.0,18.0,17.7,17.7,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  7:28,  0:00,  0:00,0.0,  7:28,0.0,0.0,5.0,0.0,4.4,59.0,100.0,31.0,
10:14:21,TOTAL   : 30.98,1070,1050,1050,72,23,13.8,13.8,6.3,4.7,674,615,657,700,689,90,689,65,65,65,65,65,0,65,18.0,18.0,17.7,17.7,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  6:58,  0:00,  0:00,0.0,  6:58,0.0,0.0,5.0,0.0,4.7,59.0,100.0,31.0,
10:14:21,TOTAL   : 30.98,1060,1060,1060,72,23,13.8,13.8,6.2,4.4,686,628,671,710,700,85,700,65,65,65,65,65,0,65,18.0,18.0,17.7,17.7,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  6:32,  0:00,  0:00,0.0,  6:32,0.0,0.0,5.0,0.0,4.4,59.0,100.0,31.0,
10:14:22,TOTAL   : 30.98,1060,1070,1070,72,23,13.8,13.8,6.2,4.1,697,642,683,719,710,82,710,65,65,65,65,65,0,65,18.0,18.0,17.7,17.7,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  6:58,  0:00,  0:00,0.0,  6:58,0.0,0.0,5.0,0.0,4.1,59.0,100.0,31.0,
10:14:22,TOTAL   : 30.98,1060,1070,1070,72,23,13.8,13.8,6.0,4.1,708,656,695,727,719,77,719,65,65,65,65,65,0,65,18.0,18.0,17.8,17.8,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  7:28,  0:00,  0:00,0.0,  7:28,0.0,0.0,5.0,0.0,4.1,59.0,100.0,31.0,
10:14:22,TOTAL   : 30.98,1080,1080,1080,72,23,13.8,13.8,5.8,3.8,719,669,707,736,727,72,727,65,65,65,65,65,0,65,18.0,18.0,17.8,17.8,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  7:28,  0:00,  0:00,0.0,  7:28,0.0,0.0,5.0,0.0,3.8,59.0,100.0,31.0,
10:14:23,TOTAL   : 30.98,1080,1100,1080,72,23,13.8,13.8,5.6,3.6,728,681,718,744,736,68,736,65,65,65,65,65,0,65,18.0,18.0,17.8,17.8,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:03,  0:00,  0:00,0.0,  8:03,0.0,0.0,5.0,0.0,3.6,59.0,100.0,31.0,
10:14:23,TOTAL   : 30.98,1080,1100,1080,72,23,13.8,13.8,5.6,3.3,738,692,728,752,744,63,744,65,65,65,65,65,0,65,18.0,18.0,17.8,17.8,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:43,  0:00,  0:00,0.0,  8:43,0.0,0.0,5.0,0.0,3.3,59.0,100.0,31.0,
10:14:23,TOTAL   : 30.98,1080,1110,1080,72,23,13.8,13.8,5.6,3.0,747,704,738,760,752,60,752,65,65,65,65,65,0,65,18.0,18.0,17.7,17.7,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  9:31,  0:00,  0:00,0.0,  9:31,0.0,0.0,5.0,0.0,3.0,59.0,100.0,31.0,
10:14:24,TOTAL   : 30.98,1080,1120,1080,72,23,13.8,13.8,5.7,3.0,756,715,748,768,760,56,760,66,65,65,65,65,0,65,18.0,18.0,17.7,17.7,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,5.0,0.0,3.0,59.0,100.0,31.0,
10:14:24,TOTAL   : 30.98,1120,1120,1120,72,23,13.8,13.8,5.7,3.0,765,724,758,775,768,53,768,66,65,65,65,66,1,66,18.0,18.0,17.7,17.7,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,5.0,0.0,3.0,59.0,100.0,31.0,
10:14:24,TOTAL   : 30.98,1120,1120,1120,72,23,13.8,13.8,5.7,3.0,765,724,758,775,768,53,768,66,65,65,65,66,1,66,18.0,18.0,17.7,17.7,59,65,65,45,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,5.0,0.0,3.0,59.0,100.0,31.0,
10:14:25,TOTAL   : 30.98,1120,1120,1120,72,23,13.8,13.8,5.8,2.7,781,743,776,789,782,48,782,66,66,66,66,66,1,66,18.0,18.0,17.7,17.7,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0, 11:38,  0:00,  0:00,0.0, 11:38,0.0,0.0,5.0,0.0,2.7,59.0,100.0,31.0,
10:14:25,TOTAL   : 30.98,1120,1120,1120,72,23,13.8,13.8,5.7,2.7,789,751,784,796,789,46,789,66,66,66,66,66,0,66,18.0,18.0,17.7,17.7,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0, 11:38,  0:00,  0:00,0.0, 11:38,0.0,0.0,5.0,0.0,2.7,59.0,100.0,31.0,
10:14:25,TOTAL   : 30.98,1120,1120,1120,72,23,13.8,13.8,5.7,2.7,789,751,784,796,789,46,789,66,66,66,66,66,0,66,18.0,18.0,17.7,17.7,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0, 11:38,  0:00,  0:00,0.0, 11:38,0.0,0.0,5.0,0.0,2.7,59.0,100.0,31.0,
10:14:26,TOTAL   : 30.98,1120,1120,1120,72,23,13.8,13.8,5.7,3.0,796,760,793,802,796,45,796,66,66,66,66,66,0,66,18.0,18.0,17.7,17.7,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0, 11:38,  0:00,  0:00,0.0, 11:38,0.0,0.0,5.0,0.0,3.0,59.0,100.0,31.0,
10:14:26,TOTAL   : 30.98,1130,1130,1130,72,23,13.8,13.8,5.5,3.3,804,768,800,808,802,42,802,67,66,66,66,66,0,66,18.0,18.0,17.7,17.7,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,5.0,0.0,3.3,59.0,100.0,31.0,
10:14:26,TOTAL   : 30.98,1100,1140,1100,72,23,13.8,13.8,5.4,3.3,812,775,808,814,808,40,808,67,66,66,66,66,1,66,18.0,18.0,17.7,17.7,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  9:31,  0:00,  0:00,0.0,  9:31,0.0,0.0,5.0,0.0,3.3,59.0,100.0,31.0,
10:14:27,TOTAL   : 30.98,1100,1140,1100,72,23,13.8,13.8,5.4,3.3,818,782,815,820,814,39,814,67,66,66,66,67,1,67,18.0,18.0,17.6,17.6,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  9:31,  0:00,  0:00,0.0,  9:31,0.0,0.0,5.0,0.0,3.3,59.0,100.0,31.0,
10:14:27,TOTAL   : 30.98,1100,1150,1100,72,23,13.8,13.8,5.4,3.6,826,789,822,825,820,37,820,67,66,66,66,67,1,67,18.0,18.0,17.6,17.6,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  9:31,  0:00,  0:00,0.0,  9:31,0.0,0.0,5.0,0.0,3.6,59.0,100.0,31.0,
10:14:27,TOTAL   : 30.98,1150,1150,1150,72,23,13.8,13.8,5.4,3.3,832,795,828,831,826,36,826,67,66,66,66,67,1,67,18.0,18.0,17.7,17.7,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:43,  0:00,  0:00,0.0,  8:43,0.0,0.0,5.0,0.0,3.3,59.0,100.0,31.0,
10:14:28,TOTAL   : 30.98,1150,1150,1150,72,23,13.8,13.8,5.4,3.3,838,802,833,836,832,36,832,67,67,67,67,67,1,67,18.0,18.0,17.6,17.6,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  9:31,  0:00,  0:00,0.0,  9:31,0.0,0.0,5.0,0.0,3.3,59.0,100.0,31.0,
10:14:28,TOTAL   : 30.98,1150,1150,1150,72,23,13.8,13.8,5.4,3.3,844,808,838,841,838,36,838,67,67,67,67,67,0,67,18.0,18.0,17.6,17.6,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  9:31,  0:00,  0:00,0.0,  9:31,0.0,0.0,5.0,0.0,3.3,59.0,100.0,31.0,
10:14:28,TOTAL   : 30.97,1140,1140,1140,72,23,13.8,13.8,5.3,3.3,851,813,844,845,844,36,844,68,67,67,67,67,1,67,18.0,18.0,17.6,17.6,59,65,65,43,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  9:31,  0:00,  0:00,0.0,  9:31,0.0,0.0,5.0,0.0,3.3,59.0,100.0,31.0,
10:14:29,TOTAL   : 30.97,1140,1140,1140,72,23,13.8,13.8,5.3,3.3,851,813,844,845,844,36,844,68,67,67,67,67,1,67,18.0,18.0,17.6,17.6,59,65,65,43,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  9:31,  0:00,  0:00,0.0,  9:31,0.0,0.0,5.0,0.0,3.3,59.0,100.0,31.0,
10:14:29,TOTAL   : 30.97,1150,1150,1150,72,23,13.8,13.8,5.2,3.3,863,824,854,856,857,38,857,68,67,67,67,68,1,68,18.0,18.0,17.6,17.6,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:43,  0:00,  0:00,0.0,  8:43,0.0,0.0,5.0,0.0,3.3,59.0,100.0,31.0,
10:14:29,TOTAL   : 30.97,1150,1150,1150,72,23,13.8,13.8,5.2,3.3,863,824,854,856,857,38,857,68,67,67,67,68,1,68,18.0,18.0,17.6,17.6,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:43,  0:00,  0:00,0.0,  8:43,0.0,0.0,5.0,0.0,3.3,59.0,100.0,31.0,
10:14:30,TOTAL   : 30.97,1150,1150,1150,72,23,13.8,13.8,5.2,3.6,869,829,860,861,863,39,863,68,67,67,67,68,1,68,18.0,18.0,17.6,17.6,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  9:31,  0:00,  0:00,0.0,  9:31,0.0,0.0,5.0,0.0,3.6,59.0,100.0,31.0,
10:14:30,TOTAL   : 30.97,1100,1130,1100,72,23,13.8,13.8,5.0,3.6,880,838,869,870,875,41,875,69,67,67,67,68,1,68,18.0,18.0,17.6,17.6,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:43,  0:00,  0:00,0.0,  8:43,0.0,0.0,5.0,0.0,3.6,59.0,100.0,31.0,
10:14:30,TOTAL   : 30.97,1100,1130,1100,72,23,13.8,13.8,5.0,3.6,880,838,869,870,875,41,875,69,67,67,67,68,1,68,18.0,18.0,17.6,17.6,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:43,  0:00,  0:00,0.0,  8:43,0.0,0.0,5.0,0.0,3.6,59.0,100.0,31.0,
10:14:31,TOTAL   : 30.97,1100,1130,1100,72,23,13.8,13.8,5.0,3.6,885,843,874,875,880,41,880,69,67,68,68,68,2,68,18.0,18.0,17.6,17.6,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:43,  0:00,  0:00,0.0,  8:43,0.0,0.0,5.0,0.0,3.6,59.0,100.0,31.0,
10:14:31,TOTAL   : 30.97,1120,1120,1120,72,23,13.8,13.8,5.0,3.6,890,848,878,879,885,41,885,69,68,68,68,69,2,69,18.0,18.0,17.6,17.6,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:43,  0:00,  0:00,0.0,  8:43,0.0,0.0,5.0,0.0,3.6,59.0,100.0,31.0,
10:14:31,TOTAL   : 30.97,1120,1120,1120,72,23,13.8,13.8,5.0,3.8,893,851,883,884,890,41,890,69,68,68,68,69,1,69,18.0,18.0,17.6,17.6,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:43,  0:00,  0:00,0.0,  8:43,0.0,0.0,5.0,0.0,3.8,59.0,100.0,31.0,
10:14:32,TOTAL   : 30.97,1120,1120,1120,72,23,13.8,13.8,5.1,3.8,898,856,887,888,893,42,893,70,68,68,68,69,1,69,18.0,18.0,17.6,17.6,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:03,  0:00,  0:00,0.0,  8:03,0.0,0.0,5.0,0.0,3.8,59.0,100.0,31.0,
10:14:32,TOTAL   : 30.97,1120,1120,1120,72,23,13.8,13.8,5.1,3.6,902,860,891,891,898,42,898,70,68,68,69,70,2,70,18.0,18.0,17.6,17.6,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:03,  0:00,  0:00,0.0,  8:03,0.0,0.0,5.0,0.0,3.6,59.0,100.0,31.0,
10:14:32,TOTAL   : 30.97,1120,1130,1120,72,23,13.8,13.8,5.1,3.8,906,865,895,895,902,42,902,70,68,68,69,70,2,70,18.0,18.0,17.6,17.6,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:43,  0:00,  0:00,0.0,  8:43,0.0,0.0,5.0,0.0,3.8,59.0,100.0,31.0,
10:14:33,TOTAL   : 30.97,1120,1120,1120,72,23,13.8,13.8,5.0,3.8,910,868,898,899,906,41,906,70,68,69,69,70,2,70,18.0,18.0,17.6,17.6,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:03,  0:00,  0:00,0.0,  8:03,0.0,0.0,5.1,0.0,3.8,59.0,100.0,31.0,
10:14:33,TOTAL   : 30.97,1120,1130,1120,72,23,13.8,13.8,4.9,3.8,914,873,902,902,910,42,910,70,69,69,69,70,2,70,18.0,18.0,17.6,17.6,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:03,  0:00,  0:00,0.0,  8:03,0.0,0.0,5.1,0.0,3.8,59.0,100.0,31.0,
10:14:34,TOTAL   : 30.97,1120,1130,1120,72,23,13.8,13.8,4.9,3.6,918,875,906,905,914,41,914,71,69,69,70,70,2,70,18.0,18.0,17.6,17.6,59,65,65,44,  0.40,1287.65,31.0,0.0,0.0,0.0,31.0,0.0,0.0,  8:03,  0:00,  0:00,0.0,  8:03,0.0,0.0,5.1,0.0,3.6,59.0,100.0,31.0,
