Electronics International Inc
CGR-30P Flight Data Recording
Aircraft ID....: C-FHTI
Unit ID........: 10003459
EDC Models.....: P-4-6-G,,
SW Version.....: 1.2
Tracking Number: 456
Local Time: 2026/06/12 14:24:20 
Zulu Time.: 2026/06/12 21:24:20 
Flight Number: 1349
Engine Hours.: 2301.01 hrs
Tach Time....: 1287.16 hrs
Data Logging Interval: 0.3 sec

TIME,SEL TANK QTY,RPMLEFT;RPM,RPMRIGHT;RPM,RPM;***,TEMP COMP;*F,OAT;*C,VOLTS;V,VOLTS    ANN;V,AMPS;A,FLOW;GPH,EGT1;*F,EGT2;*F,EGT3;*F,EGT4;*F,EGT:;***,EGT-D:;***,EGT-H:;***,CHT1;*F,CHT2;*F,CHT3;*F,CHT4;*F,CHT:;***,CHT-D:;***,CHT-H:;***,FUEL L;GAL,FUEL L   ANN;GAL,FUEL R;GAL,FUEL R   ANN;GAL,OIL P;PSI,OIL T;*F,OIL T    ANN;*F,CARB T;*F,FLT;HRS,TACH;HRS,EST  TOTAL;GAL,RANGE;NM,TO DEST;NM,AT DEST;NM,REMAIN;GAL,TO DEST;GAL,AT DEST;GAL,TO EMPTY;H:M,TO DEST;H:M,AT DEST;H:M,DISTANCE;NM,TIME;H:M,QUANTITY;GAL,FLIGHT;GAL,SINCE ADD;GAL,ECONOMY;MPG,ENGINE;GPH,SWITCH IN;H:M,SWTCH    ANN; ,FUEL     ANN; ,
14:24:24,TOTAL   : 16.63,1250,1290,1290,105,24,13.3,13.3,13.5,0.3,225,200,226,213,209,21,209,167,154,174,164,174,20,174,16.7,16.7,16.7,16.7,50,152,152,93,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 56:13,  0:00,  0:00,0.0, 56:13,0.0,0.0,19.4,0.0,0.3,59.0,100.0,16.6,
14:24:24,TOTAL   : 16.63,1250,1290,1290,105,24,13.3,13.3,13.5,0.3,225,200,226,213,209,21,209,167,154,174,164,174,20,174,16.7,16.7,16.7,16.7,50,152,152,93,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 56:13,  0:00,  0:00,0.0, 56:13,0.0,0.0,19.4,0.0,0.3,59.0,100.0,16.6,
14:24:25,TOTAL   : 16.63,1250,1270,1270,105,24,13.3,13.3,14.0,0.3,263,231,272,257,248,34,248,167,154,174,164,174,20,174,17.9,17.3,17.3,17.3,50,152,152,90,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 56:13,  0:00,  0:00,0.0, 56:13,0.0,0.0,19.4,0.0,0.3,59.0,100.0,16.6,
14:24:25,TOTAL   : 16.63,1250,1270,1270,105,24,13.3,13.3,14.0,0.3,263,231,272,257,248,34,248,167,154,174,164,174,20,174,17.9,17.9,17.9,17.9,50,152,152,87,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 56:13,  0:00,  0:00,0.0, 56:13,0.0,0.0,19.4,0.0,0.3,59.0,100.0,16.6,
14:24:25,TOTAL   : 16.63,1260,1260,1260,105,24,13.4,13.4,13.8,0.3,286,248,297,281,272,41,272,167,153,174,164,174,21,174,17.9,17.9,17.9,17.9,50,152,152,86,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 56:13,  0:00,  0:00,0.0, 56:13,0.0,0.0,19.4,0.0,0.3,59.0,100.0,16.6,
14:24:26,TOTAL   : 16.63,1260,1220,1220,105,24,13.4,13.4,13.5,0.3,309,266,323,306,297,49,297,167,153,174,163,174,21,174,17.9,17.9,17.9,17.9,50,152,152,86,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 56:13,  0:00,  0:00,0.0, 56:13,0.0,0.0,19.4,0.0,0.3,59.0,100.0,16.6,
14:24:26,TOTAL   : 16.63,1170,1170,1170,105,24,13.3,13.3,13.3,0.3,334,286,348,331,323,56,323,167,153,174,164,174,21,174,17.9,17.9,17.9,17.9,49,152,152,85,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 56:13,  0:00,  0:00,0.0, 56:13,0.0,0.0,19.4,0.0,0.3,59.0,100.0,16.6,
14:24:26,TOTAL   : 16.63,1170,1120,1120,105,24,13.3,13.3,13.0,0.6,359,305,373,355,348,62,348,167,153,174,164,174,21,174,17.9,17.9,17.9,17.9,49,152,152,85,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 56:13,  0:00,  0:00,0.0, 56:13,0.0,0.0,19.4,0.0,0.6,59.0,100.0,16.6,
14:24:27,TOTAL   : 16.63,1140,1100,1100,105,24,13.4,13.4,12.8,0.6,386,327,398,380,373,67,373,167,154,174,164,174,21,174,17.9,17.9,17.9,17.9,48,152,152,85,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 28:06,  0:00,  0:00,0.0, 28:06,0.0,0.0,19.4,0.0,0.6,59.0,100.0,16.6,
14:24:27,TOTAL   : 16.63,1110,1090,1090,105,24,13.4,13.4,11.8,0.9,414,347,423,404,398,72,398,167,154,174,163,174,21,174,17.9,17.9,17.9,17.9,48,152,152,85,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 28:06,  0:00,  0:00,0.0, 28:06,0.0,0.0,19.4,0.0,0.9,59.0,100.0,16.6,
14:24:27,TOTAL   : 16.63,1110,1070,1070,105,24,13.4,13.4,11.6,0.9,443,369,446,428,423,76,423,167,154,174,163,174,21,174,17.9,17.9,17.9,17.9,48,152,152,85,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 18:44,  0:00,  0:00,0.0, 18:44,0.0,0.0,19.4,0.0,0.9,59.0,100.0,16.6,
14:24:28,TOTAL   : 16.63,1110,1070,1070,105,24,13.4,13.4,11.6,0.9,443,369,446,428,423,76,423,167,154,174,163,174,21,174,17.9,17.9,17.9,17.9,48,152,152,85,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 18:44,  0:00,  0:00,0.0, 18:44,0.0,0.0,19.4,0.0,0.9,59.0,100.0,16.6,
14:24:28,TOTAL   : 16.63,1090,1070,1090,105,24,13.4,13.4,11.4,1.2,501,412,490,472,472,82,472,167,154,174,163,174,20,174,17.9,17.9,17.9,17.9,47,152,152,84,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 14:03,  0:00,  0:00,0.0, 14:03,0.0,0.0,19.4,0.0,1.2,59.0,100.0,16.6,
14:24:28,TOTAL   : 16.63,1090,1060,1090,105,24,13.4,13.4,11.9,1.2,530,433,512,493,501,89,501,167,153,174,163,174,20,174,17.9,17.9,17.9,17.9,47,152,152,84,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 14:03,  0:00,  0:00,0.0, 14:03,0.0,0.0,19.4,0.0,1.2,59.0,100.0,16.6,
14:24:29,TOTAL   : 16.63,1090,1060,1090,105,24,13.4,13.4,11.9,1.2,530,433,512,493,501,89,501,167,153,174,163,174,20,174,17.9,17.9,17.9,17.9,47,152,152,84,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 14:03,  0:00,  0:00,0.0, 14:03,0.0,0.0,19.4,0.0,1.2,59.0,100.0,16.6,
14:24:29,TOTAL   : 16.63,1070,1070,1070,105,24,13.4,13.4,11.8,1.5,586,475,552,533,559,104,559,167,153,174,163,174,21,174,17.9,17.9,17.9,17.9,47,152,152,85,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 14:03,  0:00,  0:00,0.0, 14:03,0.0,0.0,19.4,0.0,1.5,59.0,100.0,16.6,
14:24:29,TOTAL   : 16.63,1070,1070,1070,105,24,13.4,13.4,11.8,1.5,586,475,552,533,559,104,559,167,153,174,163,174,21,174,17.9,17.9,17.9,17.9,47,152,152,85,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 14:03,  0:00,  0:00,0.0, 14:03,0.0,0.0,19.4,0.0,1.5,59.0,100.0,16.6,
14:24:30,TOTAL   : 16.63,1070,1070,1070,105,24,13.4,13.4,11.6,1.5,614,495,570,552,586,111,586,167,153,174,163,174,21,174,17.9,17.9,17.9,17.9,47,152,152,84,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 11:14,  0:00,  0:00,0.0, 11:14,0.0,0.0,19.4,0.0,1.5,59.0,100.0,16.6,
14:24:30,TOTAL   : 16.63,1070,1080,1070,105,24,13.4,13.4,11.5,1.8,639,516,587,570,614,118,614,167,153,174,163,174,21,174,17.9,17.9,17.9,17.9,48,152,152,84,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 11:14,  0:00,  0:00,0.0, 11:14,0.0,0.0,19.4,0.0,1.8,59.0,100.0,16.6,
14:24:30,TOTAL   : 16.63,1070,1070,1070,105,24,13.4,13.4,11.2,2.1,664,535,606,587,639,124,639,167,153,174,163,174,21,174,17.9,17.9,17.9,17.9,47,152,152,84,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  9:22,  0:00,  0:00,0.0,  9:22,0.0,0.0,19.4,0.0,2.1,59.0,100.0,16.6,
14:24:31,TOTAL   : 16.63,1070,1070,1070,105,24,13.4,13.4,10.4,1.8,687,555,622,604,664,129,664,167,153,174,163,174,21,174,17.9,17.9,17.9,17.9,47,152,152,85,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  8:01,  0:00,  0:00,0.0,  8:01,0.0,0.0,19.4,0.0,1.8,59.0,100.0,16.6,
14:24:31,TOTAL   : 16.63,1070,1070,1070,105,24,13.4,13.4,10.2,1.8,711,573,637,619,687,133,687,167,153,174,163,174,21,174,18.0,18.0,17.9,17.9,47,152,152,85,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  9:22,  0:00,  0:00,0.0,  9:22,0.0,0.0,19.4,0.0,1.8,59.0,100.0,16.6,
14:24:31,TOTAL   : 16.63,1070,1070,1070,105,24,13.4,13.4,10.1,1.8,732,591,652,634,711,138,711,167,153,174,163,174,21,174,18.0,18.0,17.9,17.9,47,152,152,85,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  9:22,  0:00,  0:00,0.0,  9:22,0.0,0.0,19.4,0.0,1.8,59.0,100.0,16.6,
14:24:32,TOTAL   : 16.63,1070,1080,1070,105,24,13.4,13.4,9.9,1.5,753,610,667,649,732,140,732,167,153,174,163,174,21,174,18.0,18.0,17.9,17.9,47,152,152,85,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  9:22,  0:00,  0:00,0.0,  9:22,0.0,0.0,19.4,0.0,1.5,59.0,100.0,16.6,
14:24:32,TOTAL   : 16.63,1070,1070,1070,105,24,13.4,13.4,10.3,1.5,773,627,681,663,753,143,753,167,153,174,163,174,21,174,18.0,18.0,17.9,17.9,47,152,152,86,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 11:14,  0:00,  0:00,0.0, 11:14,0.0,0.0,19.4,0.0,1.5,59.0,100.0,16.6,
14:24:32,TOTAL   : 16.63,1070,1070,1070,105,24,13.4,13.4,10.7,1.5,793,643,694,677,773,146,773,167,153,174,163,174,21,174,18.0,18.0,18.0,18.0,47,152,152,86,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 11:14,  0:00,  0:00,0.0, 11:14,0.0,0.0,19.4,0.0,1.5,59.0,100.0,16.6,
14:24:33,TOTAL   : 16.63,1070,1070,1070,105,24,13.4,13.4,10.5,1.8,811,659,707,689,793,149,793,167,153,174,163,174,21,174,18.0,18.0,18.0,18.0,47,152,152,86,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 11:14,  0:00,  0:00,0.0, 11:14,0.0,0.0,19.4,0.0,1.8,59.0,100.0,16.6,
14:24:33,TOTAL   : 16.63,1070,1080,1070,105,24,13.4,13.4,10.4,1.8,830,674,721,702,811,152,811,167,153,174,163,174,21,174,18.0,18.0,18.0,18.0,47,152,152,86,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  9:22,  0:00,  0:00,0.0,  9:22,0.0,0.0,19.4,0.0,1.8,59.0,100.0,16.6,
14:24:33,TOTAL   : 16.63,1070,1080,1070,105,24,13.4,13.4,10.4,1.8,830,674,721,702,811,152,811,167,153,174,163,174,21,174,18.0,18.0,18.0,18.0,47,152,152,86,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  9:22,  0:00,  0:00,0.0,  9:22,0.0,0.0,19.4,0.0,1.8,59.0,100.0,16.6,
14:24:34,TOTAL   : 16.63,1070,1070,1070,105,24,13.4,13.4,9.5,2.1,864,703,744,726,848,159,848,167,153,173,163,173,20,173,18.0,18.0,18.0,18.0,47,152,152,86,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  8:01,  0:00,  0:00,0.0,  8:01,0.0,0.0,19.4,0.0,2.1,59.0,100.0,16.6,
14:24:34,TOTAL   : 16.63,1070,1070,1070,105,24,13.4,13.4,9.1,2.1,880,717,756,738,864,161,864,167,153,174,163,173,20,173,18.0,18.0,18.0,18.0,47,152,152,86,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  8:01,  0:00,  0:00,0.0,  8:01,0.0,0.0,19.4,0.0,2.1,59.0,100.0,16.6,
14:24:34,TOTAL   : 16.63,1070,1070,1070,105,24,13.4,13.4,9.1,2.1,880,717,756,738,864,161,864,167,153,174,163,173,20,173,18.0,18.0,18.0,18.0,47,152,152,86,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  8:01,  0:00,  0:00,0.0,  8:01,0.0,0.0,19.4,0.0,2.1,59.0,100.0,16.6,
14:24:35,TOTAL   : 16.63,1070,1080,1070,105,24,13.4,13.4,9.0,1.8,909,744,779,759,895,164,895,167,153,174,163,174,21,174,18.0,18.0,18.0,18.0,47,152,152,86,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  8:01,  0:00,  0:00,0.0,  8:01,0.0,0.0,19.4,0.0,1.8,59.0,100.0,16.6,
14:24:35,TOTAL   : 16.63,1070,1090,1070,105,24,13.4,13.4,9.0,1.5,922,758,791,770,909,165,909,167,153,174,163,174,21,174,18.0,18.0,18.0,18.0,48,152,152,86,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  9:22,  0:00,  0:00,0.0,  9:22,0.0,0.0,19.4,0.0,1.5,59.0,100.0,16.6,
14:24:35,TOTAL   : 16.63,1070,1090,1070,105,24,13.4,13.4,9.0,1.5,922,758,791,770,909,165,909,167,153,174,163,174,21,174,18.0,18.0,18.0,18.0,48,152,152,86,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  9:22,  0:00,  0:00,0.0,  9:22,0.0,0.0,19.4,0.0,1.5,59.0,100.0,16.6,
14:24:36,TOTAL   : 16.63,1080,1090,1080,105,24,13.4,13.4,9.3,1.8,948,783,812,791,936,166,936,167,153,174,163,174,21,174,18.0,18.0,18.0,18.0,48,152,152,87,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 11:14,  0:00,  0:00,0.0, 11:14,0.0,0.0,19.4,0.0,1.8,59.0,100.0,16.6,
14:24:36,TOTAL   : 16.63,1080,1090,1080,105,24,13.4,13.4,9.3,1.8,948,783,812,791,936,166,936,167,153,174,163,174,21,174,18.0,18.0,18.0,18.0,48,152,152,87,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 11:14,  0:00,  0:00,0.0, 11:14,0.0,0.0,19.4,0.0,1.8,59.0,100.0,16.6,
14:24:36,TOTAL   : 16.63,1080,1090,1080,105,24,13.4,13.4,9.2,1.8,960,795,822,799,948,165,948,167,153,174,163,174,21,174,18.0,18.0,18.0,18.0,48,152,152,87,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  9:22,  0:00,  0:00,0.0,  9:22,0.0,0.0,19.4,0.0,1.8,59.0,100.0,16.6,
14:24:37,TOTAL   : 16.63,1090,1090,1090,105,24,13.4,13.4,9.0,1.8,970,805,832,809,960,165,960,167,153,174,163,174,21,174,18.0,18.0,18.0,18.0,48,152,152,87,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  9:22,  0:00,  0:00,0.0,  9:22,0.0,0.0,19.4,0.0,1.8,59.0,100.0,16.6,
14:24:37,TOTAL   : 16.63,1090,1090,1090,105,24,13.4,13.4,8.9,2.1,981,817,841,818,970,165,970,167,153,174,163,174,21,174,18.0,18.0,18.0,18.0,48,152,152,87,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  9:22,  0:00,  0:00,0.0,  9:22,0.0,0.0,19.4,0.0,2.1,59.0,100.0,16.6,
14:24:37,TOTAL   : 16.63,1090,1080,1090,105,24,13.4,13.4,8.5,2.1,991,828,849,827,981,164,981,167,153,174,163,174,21,174,18.0,18.0,18.0,18.0,47,152,152,87,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  8:01,  0:00,  0:00,0.0,  8:01,0.0,0.0,19.4,0.0,2.1,59.0,100.0,16.6,
14:24:38,TOTAL   : 16.63,1090,1080,1090,105,24,13.4,13.4,8.5,2.1,991,828,849,827,981,164,981,167,153,174,163,174,21,174,18.0,18.0,18.0,18.0,47,152,152,87,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  8:01,  0:00,  0:00,0.0,  8:01,0.0,0.0,19.4,0.0,2.1,59.0,100.0,16.6,
14:24:38,TOTAL   : 16.63,1090,1090,1090,105,24,13.4,13.4,8.0,1.8,1011,850,865,844,1001,165,1001,167,153,174,163,174,21,174,18.0,18.0,18.0,18.0,47,152,152,88,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  9:22,  0:00,  0:00,0.0,  9:22,0.0,0.0,19.4,0.0,1.8,59.0,100.0,16.6,
14:24:38,TOTAL   : 16.63,1090,1090,1090,105,24,13.4,13.4,8.0,1.8,1018,859,873,851,1011,167,1011,167,154,174,163,174,20,174,18.0,18.0,18.0,18.0,47,152,152,88,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  9:22,  0:00,  0:00,0.0,  9:22,0.0,0.0,19.4,0.0,1.8,59.0,100.0,16.6,
14:24:39,TOTAL   : 16.63,1090,1090,1090,105,24,13.4,13.4,8.0,1.8,1018,859,873,851,1011,167,1011,167,154,174,163,174,20,174,18.0,18.0,18.0,18.0,47,152,152,88,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  9:22,  0:00,  0:00,0.0,  9:22,0.0,0.0,19.4,0.0,1.8,59.0,100.0,16.6,
14:24:39,TOTAL   : 16.63,1090,1090,1090,105,24,13.4,13.4,8.0,1.8,1035,879,888,867,1027,168,1027,167,154,174,163,174,20,174,18.0,18.0,18.0,18.0,48,152,152,88,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  9:21,  0:00,  0:00,0.0,  9:21,0.0,0.0,19.4,0.0,1.8,59.0,100.0,16.6,
14:24:39,TOTAL   : 16.63,1090,1090,1090,105,24,13.4,13.4,8.0,1.8,1035,879,888,867,1027,168,1027,167,154,174,163,174,20,174,18.0,18.0,18.0,18.0,48,152,152,88,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  9:21,  0:00,  0:00,0.0,  9:21,0.0,0.0,19.4,0.0,1.8,59.0,100.0,16.6,
14:24:40,TOTAL   : 16.63,1090,1090,1090,105,24,13.4,13.4,8.2,1.8,1043,888,895,874,1035,168,1035,167,154,174,163,174,20,174,18.0,18.0,18.0,18.0,47,152,152,88,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  9:21,  0:00,  0:00,0.0,  9:21,0.0,0.0,19.4,0.0,1.8,59.0,100.0,16.6,
14:24:40,TOTAL   : 16.63,1090,1080,1090,105,24,13.4,13.4,8.1,1.5,1050,897,902,881,1043,169,1043,167,154,174,163,174,20,174,18.0,18.0,18.0,18.0,48,152,152,88,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0,  9:21,  0:00,  0:00,0.0,  9:21,0.0,0.0,19.4,0.0,1.5,59.0,100.0,16.6,
14:24:40,TOTAL   : 16.63,1090,1090,1090,105,24,13.4,13.4,7.9,1.5,1058,905,908,888,1050,169,1050,167,154,174,164,174,20,174,18.0,18.0,18.0,18.0,48,152,152,88,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 11:14,  0:00,  0:00,0.0, 11:14,0.0,0.0,19.4,0.0,1.5,59.0,100.0,16.6,
14:24:41,TOTAL   : 16.63,1080,1080,1080,105,24,13.4,13.4,7.9,1.5,1064,914,914,894,1058,170,1058,167,154,174,164,174,20,174,18.0,18.0,18.0,18.0,48,152,152,88,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 11:14,  0:00,  0:00,0.0, 11:14,0.0,0.0,19.4,0.0,1.5,59.0,100.0,16.6,
14:24:41,TOTAL   : 16.63,1080,1080,1080,105,24,13.4,13.4,7.5,1.5,1070,923,920,901,1064,170,1064,167,154,174,164,174,20,174,18.0,18.0,18.0,18.0,48,152,152,88,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 11:14,  0:00,  0:00,0.0, 11:14,0.0,0.0,19.4,0.0,1.5,59.0,100.0,16.6,
14:24:42,TOTAL   : 16.63,1080,1090,1080,105,24,13.4,13.4,7.2,1.5,1075,930,926,906,1070,170,1070,167,154,174,164,174,20,174,18.0,18.0,18.0,18.0,48,152,152,88,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 11:14,  0:00,  0:00,0.0, 11:14,0.0,0.0,19.4,0.0,1.5,59.0,100.0,16.6,
14:24:42,TOTAL   : 16.63,1080,1090,1080,105,24,13.4,13.4,7.2,1.5,1080,938,932,913,1075,169,1075,167,154,174,164,174,20,174,18.0,18.0,18.0,18.0,48,152,152,89,  0.00,1287.16,16.6,0.0,0.0,0.0,16.6,0.0,0.0, 11:14,  0:00,  0:00,0.0, 11:14,0.0,0.0,19.4,0.0,1.5,59.0,100.0,16.6,
