Electronics International Inc
CGR-30P Flight Data Recording
Aircraft ID....: C-GJYY
Unit ID........: 10003942
EDC Models.....: P-4-6-H,,
SW Version.....: 1.2
Tracking Number: 570
Local Time: 2026/05/04 11:16:22 
Zulu Time.: 2026/05/04 18:16:22 
Flight Number: 925
Engine Hours.:  71.13 hrs
Tach Time....:  52.55 hrs
Data Logging Interval: 0.3 sec

TIME,SEL TANK QTY,RPMLEFT;RPM,RPMRIGHT;RPM,RPM;***,TEMP COMP;*F,OAT;*C,VOLTS;V,AMPS;A,FLOW;GPH,EGT1;*F,EGT2;*F,EGT3;*F,EGT4;*F,EGT:;***,EGT-D:;***,EGT-H:;***,CHT1;*F,CHT2;*F,CHT3;*F,CHT4;*F,CHT:;***,CHT-D:;***,CHT-H:;***,FUEL L;GAL,FUEL L   ANN;GAL,FUEL R;GAL,FUEL R   ANN;GAL,OIL P;PSI,OIL T;*F,OIL T    ANN;*F,CARB T;*C,CARB T   ANN;*C,FLT;HRS,TACH;HRS,EST  TOTAL;GAL,RANGE;NM,TO DEST;NM,AT DEST;NM,REMAIN;GAL,TO DEST;GAL,AT DEST;GAL,TO EMPTY;H:M,TO DEST;H:M,AT DEST;H:M,DISTANCE;NM,TIME;H:M,QUANTITY;GAL,FLIGHT;GAL,SINCE ADD;GAL,ECONOMY;MPG,ENGINE;GPH,SWITCH IN;H:M,SWTCH    ANN; ,FUEL     ANN; ,
11:16:22,TOTAL   : 13.43,0,0,0,68,17,11.7,0.0,0.0,61,60,59,59,52,2,52,49,49,47,48,40,2,40,5.8,5.8,4.9,4.9,0,48,48,15,15,  0.00, 52.55,13.4,0.0,0.0,0.0,13.4,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,24.7,0.0,0.0,359940.0,100.0,13.4,
11:16:22,TOTAL   : 13.43,0,0,0,68,17,11.7,0.0,0.0,61,60,59,59,52,2,52,49,49,47,48,40,2,40,5.8,5.8,4.9,4.9,0,48,48,15,15,  0.00, 52.55,13.4,0.0,0.0,0.0,13.4,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,24.7,0.0,0.0,359940.0,100.0,13.4,
11:16:23,TOTAL   : 13.43,0,0,0,68,17,11.7,0.0,0.0,61,60,59,59,52,2,52,49,49,47,48,40,2,40,5.8,5.8,4.9,4.9,0,48,48,15,15,  0.00, 52.55,13.4,0.0,0.0,0.0,13.4,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,24.7,0.0,0.0,359940.0,100.0,13.4,
11:16:23,TOTAL   : 13.43,0,0,0,76,22,11.7,0.0,0.0,69,68,67,67,61,2,61,57,57,55,56,49,2,49,6.5,6.5,5.6,5.6,0,56,56,20,20,  0.00, 52.55,13.4,0.0,0.0,0.0,13.4,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,24.7,0.0,0.0,359940.0,100.0,13.4,
11:16:24,TOTAL   : 13.43,0,0,0,76,26,11.6,0.0,0.0,69,68,67,67,69,2,69,65,66,64,65,63,2,63,8.0,8.0,6.8,6.8,0,65,65,24,24,  0.00, 52.55,13.4,0.0,0.0,0.0,13.4,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,24.7,0.0,0.0,359940.0,100.0,13.4,
11:16:24,TOTAL   : 13.43,0,0,0,76,26,11.7,0.0,0.0,69,68,67,67,69,2,69,65,66,64,65,66,2,66,8.7,8.7,7.4,7.4,0,65,65,24,24,  0.00, 52.55,13.4,0.0,0.0,0.0,13.4,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,24.7,0.0,0.0,359940.0,100.0,13.4,
11:16:24,TOTAL   : 13.43,0,0,0,76,26,11.7,0.0,0.0,69,68,67,67,69,2,69,65,66,64,65,66,2,66,9.4,9.4,8.0,8.0,0,65,65,24,24,  0.00, 52.55,13.4,0.0,0.0,0.0,13.4,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,24.7,0.0,0.0,359940.0,100.0,13.4,
11:16:25,TOTAL   : 13.43,0,0,0,76,26,11.7,0.0,0.0,69,68,67,67,69,2,69,65,66,64,65,66,2,66,9.4,9.4,8.0,8.0,0,65,65,24,24,  0.00, 52.55,13.4,0.0,0.0,0.0,13.4,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,24.7,0.0,0.0,359940.0,100.0,13.4,
11:16:25,TOTAL   : 13.43,0,0,0,76,26,11.7,0.0,0.0,69,68,67,67,69,2,69,65,66,64,65,66,2,66,10.1,10.1,8.7,8.7,0,65,65,24,24,  0.00, 52.55,13.4,0.0,0.0,0.0,13.4,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,24.7,0.0,0.0,359940.0,100.0,13.4,
11:16:25,TOTAL   : 13.43,0,0,0,76,26,11.7,0.0,0.0,69,68,67,67,69,2,69,65,66,64,65,66,2,66,10.9,10.9,9.3,9.3,0,65,65,24,24,  0.00, 52.55,13.4,0.0,0.0,0.0,13.4,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,24.7,0.0,0.0,359940.0,100.0,13.4,
