Electronics International Inc
CGR-30P Flight Data Recording
Aircraft ID....: C-GJYY
Unit ID........: 10003942
EDC Models.....: P-4-6-H,,
SW Version.....: 1.2
Tracking Number: 570
Local Time: 2026/04/26 12:19:52 
Zulu Time.: 2026/04/26 19:19:52 
Flight Number: 914
Engine Hours.:  62.12 hrs
Tach Time....:  46.53 hrs
Data Logging Interval: 0.3 sec

TIME,SEL TANK QTY,RPMLEFT;RPM,RPMRIGHT;RPM,RPM;***,TEMP COMP;*F,OAT;*C,VOLTS;V,AMPS;A,FLOW;GPH,EGT1;*F,EGT2;*F,EGT3;*F,EGT4;*F,EGT:;***,EGT-D:;***,EGT-H:;***,CHT1;*F,CHT2;*F,CHT3;*F,CHT4;*F,CHT:;***,CHT-D:;***,CHT-H:;***,FUEL L;GAL,FUEL L   ANN;GAL,FUEL R;GAL,FUEL R   ANN;GAL,OIL P;PSI,OIL T;*F,OIL T    ANN;*F,CARB T;*C,CARB T   ANN;*C,FLT;HRS,TACH;HRS,EST  TOTAL;GAL,RANGE;NM,TO DEST;NM,AT DEST;NM,REMAIN;GAL,TO DEST;GAL,AT DEST;GAL,TO EMPTY;H:M,TO DEST;H:M,AT DEST;H:M,DISTANCE;NM,TIME;H:M,QUANTITY;GAL,FLIGHT;GAL,SINCE ADD;GAL,ECONOMY;MPG,ENGINE;GPH,SWITCH IN;H:M,SWTCH    ANN; ,FUEL     ANN; ,
12:19:53,TOTAL   : 16.04,0,0,0,69,19,11.3,0.0,0.0,58,59,57,59,59,2,59,56,57,56,57,57,1,57,9.4,9.4,8.2,8.2,0,57,57,21,21,  0.00, 46.53,16.0,0.0,0.0,0.0,16.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,22.0,0.0,0.0,359940.0,100.0,16.0,
12:19:53,TOTAL   : 16.04,0,0,0,69,19,11.3,0.0,0.0,58,59,57,59,59,2,59,56,57,56,57,57,1,57,10.1,10.1,8.8,8.8,0,57,57,21,21,  0.00, 46.53,16.0,0.0,0.0,0.0,16.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,22.0,0.0,0.0,359940.0,100.0,16.0,
12:19:53,TOTAL   : 16.04,0,0,0,69,19,11.3,0.0,0.0,58,59,57,59,59,2,59,56,57,56,57,57,1,57,10.1,10.1,8.8,8.8,0,57,57,21,21,  0.00, 46.53,16.0,0.0,0.0,0.0,16.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,22.0,0.0,0.0,359940.0,100.0,16.0,
12:19:54,TOTAL   : 16.04,0,0,0,69,19,11.3,0.0,0.0,58,59,57,59,59,2,59,56,57,56,57,57,1,57,11.6,11.6,10.0,10.0,0,57,57,21,21,  0.00, 46.53,16.0,0.0,0.0,0.0,16.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,22.0,0.0,0.0,359940.0,100.0,16.0,
12:19:54,TOTAL   : 16.04,0,0,0,69,19,11.2,0.0,0.0,58,59,57,59,59,2,59,56,57,56,57,57,1,57,12.3,12.3,10.7,10.7,0,57,57,21,21,  0.00, 46.53,16.0,0.0,0.0,0.0,16.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,22.0,0.0,0.0,359940.0,100.0,16.0,
12:19:54,TOTAL   : 16.04,0,0,0,69,19,11.2,0.0,0.0,58,59,57,59,59,2,59,56,57,56,57,57,1,57,12.3,12.3,10.7,10.7,0,57,57,21,21,  0.00, 46.53,16.0,0.0,0.0,0.0,16.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,22.0,0.0,0.0,359940.0,100.0,16.0,
12:19:55,TOTAL   : 16.04,0,0,0,69,19,11.3,0.0,0.0,58,59,57,59,59,2,59,56,57,56,57,57,1,57,13.8,13.8,11.9,11.9,0,57,57,21,21,  0.00, 46.53,16.0,0.0,0.0,0.0,16.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,22.0,0.0,0.0,359940.0,100.0,16.0,
12:19:55,TOTAL   : 16.04,0,0,0,69,19,11.3,0.0,0.0,58,59,57,59,59,2,59,56,57,56,57,57,1,57,13.8,13.8,11.9,11.9,0,57,57,21,21,  0.00, 46.53,16.0,0.0,0.0,0.0,16.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,22.0,0.0,0.0,359940.0,100.0,16.0,
12:19:55,TOTAL   : 16.04,0,0,0,69,19,11.3,0.0,0.0,58,59,57,59,59,2,59,56,57,56,57,57,1,57,14.5,14.5,12.5,12.5,0,57,57,21,21,  0.00, 46.53,16.0,0.0,0.0,0.0,16.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,22.0,0.0,0.0,359940.0,100.0,16.0,
12:19:56,TOTAL   : 16.04,0,0,0,69,19,11.3,0.0,0.0,58,59,57,59,59,2,59,56,57,56,57,57,1,57,15.9,15.9,13.8,13.8,0,57,57,21,21,  0.00, 46.53,16.0,0.0,0.0,0.0,16.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,22.0,0.0,0.0,359940.0,100.0,16.0,
