Electronics International Inc
CGR-30P Flight Data Recording
Aircraft ID....: C-GJYY
Unit ID........: 10003942
EDC Models.....: P-4-6-H,,
SW Version.....: 1.2
Tracking Number: 570
Local Time: 2026/04/24 09:26:20 
Zulu Time.: 2026/04/24 16:26:20 
Flight Number: 909
Engine Hours.:  56.04 hrs
Tach Time....:  41.86 hrs
Data Logging Interval: 0.3 sec

TIME,SEL TANK QTY,RPMLEFT;RPM,RPMRIGHT;RPM,RPM;***,TEMP COMP;*F,OAT;*C,VOLTS;V,AMPS;A,FLOW;GPH,EGT1;*F,EGT2;*F,EGT3;*F,EGT4;*F,EGT:;***,EGT-D:;***,EGT-H:;***,CHT1;*F,CHT2;*F,CHT3;*F,CHT4;*F,CHT:;***,CHT-D:;***,CHT-H:;***,FUEL L;GAL,FUEL L   ANN;GAL,FUEL R;GAL,FUEL R   ANN;GAL,OIL P;PSI,OIL T;*F,OIL T    ANN;*F,CARB T;*C,CARB T   ANN;*C,FLT;HRS,TACH;HRS,EST  TOTAL;GAL,RANGE;NM,TO DEST;NM,AT DEST;NM,REMAIN;GAL,TO DEST;GAL,AT DEST;GAL,TO EMPTY;H:M,TO DEST;H:M,AT DEST;H:M,DISTANCE;NM,TIME;H:M,QUANTITY;GAL,FLIGHT;GAL,SINCE ADD;GAL,ECONOMY;MPG,ENGINE;GPH,SWITCH IN;H:M,SWTCH    ANN; ,FUEL     ANN; ,
09:26:24,TOTAL   : 24.82,640,640,640,47,12,10.3,0.0,0.9,45,48,76,55,72,25,72,46,45,45,45,46,1,46,11.6,11.6,10.1,10.1,0,46,46,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 83:52,  0:00,  0:00,0.0, 83:52,0.0,0.0,11.2,0.0,0.9,59.0,100.0,24.8,
09:26:24,TOTAL   : 24.82,720,740,720,47,12,11.4,8.3,2.1,47,51,83,58,76,33,76,45,46,45,45,45,0,45,13.0,13.0,11.3,11.3,0,46,46,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 16:46,  0:00,  0:00,0.0, 16:46,0.0,0.0,11.2,0.0,2.1,59.0,100.0,24.8,
09:26:24,TOTAL   : 24.82,720,740,720,47,12,11.4,8.3,2.1,47,51,83,58,76,33,76,45,46,45,45,45,0,45,13.0,13.0,11.3,11.3,0,46,46,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 16:46,  0:00,  0:00,0.0, 16:46,0.0,0.0,11.2,0.0,2.1,59.0,100.0,24.8,
09:26:25,TOTAL   : 24.82,720,760,720,47,12,12.2,17.1,2.4,56,54,89,62,83,36,83,46,46,45,45,46,1,46,13.7,13.7,11.9,11.9,0,46,46,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 11:58,  0:00,  0:00,0.0, 11:58,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:26,TOTAL   : 24.81,790,830,830,47,12,13.9,21.5,2.7,73,78,115,84,102,37,102,45,46,46,45,46,1,46,15.9,15.9,13.9,13.9,0,46,46,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0,  8:23,  0:00,  0:00,0.0,  8:23,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:26,TOTAL   : 24.81,790,840,840,47,12,14.0,20.3,2.7,82,89,127,95,115,43,115,44,46,46,45,46,1,46,16.6,16.6,14.5,14.5,0,46,46,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0,  9:19,  0:00,  0:00,0.0,  9:19,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:26,TOTAL   : 24.81,790,840,840,47,12,14.0,17.3,2.1,90,103,139,106,127,45,127,46,46,45,45,46,2,46,17.4,17.4,15.2,15.2,0,45,45,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0,  9:19,  0:00,  0:00,0.0,  9:19,0.0,0.0,11.2,0.0,2.1,59.0,100.0,24.8,
09:26:27,TOTAL   : 24.81,820,850,850,47,12,14.1,19.8,1.8,102,118,153,122,139,49,139,44,46,44,45,46,1,46,18.1,18.1,15.8,15.8,0,45,45,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 11:58,  0:00,  0:00,0.0, 11:58,0.0,0.0,11.2,0.0,1.8,59.0,100.0,24.8,
09:26:27,TOTAL   : 24.81,820,860,860,47,12,14.1,20.2,1.8,118,134,168,136,153,51,153,44,46,45,45,46,2,46,18.8,18.8,16.5,16.5,0,45,45,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 13:58,  0:00,  0:00,0.0, 13:58,0.0,0.0,11.2,0.0,1.8,59.0,100.0,24.8,
09:26:27,TOTAL   : 24.81,820,860,860,47,12,14.1,20.2,1.8,138,151,184,151,168,50,168,44,46,45,45,46,2,46,19.5,19.5,17.1,17.1,0,45,45,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 13:58,  0:00,  0:00,0.0, 13:58,0.0,0.0,11.2,0.0,1.8,59.0,100.0,24.8,
09:26:28,TOTAL   : 24.81,860,860,860,47,12,14.1,20.1,1.8,156,170,200,168,184,46,184,45,46,45,45,46,2,46,20.3,20.3,17.8,17.8,4,45,45,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 13:58,  0:00,  0:00,0.0, 13:58,0.0,0.0,11.2,0.0,1.8,59.0,100.0,24.8,
09:26:28,TOTAL   : 24.81,860,860,860,47,12,14.1,20.1,1.8,156,170,200,168,184,46,184,45,46,45,45,46,2,46,20.3,20.3,17.8,17.8,4,45,45,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 13:58,  0:00,  0:00,0.0, 13:58,0.0,0.0,11.2,0.0,1.8,59.0,100.0,24.8,
09:26:28,TOTAL   : 24.81,840,880,840,47,12,14.1,16.7,2.1,189,206,235,199,218,46,218,47,46,45,45,47,2,47,21.0,21.0,18.5,18.5,20,45,45,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 13:58,  0:00,  0:00,0.0, 13:58,0.0,0.0,11.2,0.0,2.1,59.0,100.0,24.8,
09:26:29,TOTAL   : 24.81,840,890,840,47,12,14.1,15.9,2.4,211,226,252,215,235,46,235,46,46,45,45,47,2,47,21.0,21.0,18.5,18.5,31,45,45,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:29,TOTAL   : 24.81,870,900,900,47,12,14.1,15.8,2.7,231,244,269,230,252,42,252,46,46,45,45,46,1,46,21.0,21.0,18.5,18.5,41,45,45,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:29,TOTAL   : 24.81,870,900,900,47,12,14.1,15.8,2.7,231,244,269,230,252,42,252,46,46,45,45,46,1,46,21.0,21.0,18.5,18.5,41,45,45,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:30,TOTAL   : 24.81,870,910,910,47,12,14.1,15.9,2.7,252,262,286,245,269,39,269,46,46,45,45,46,1,46,21.0,21.0,18.6,18.6,48,45,45,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0,  9:19,  0:00,  0:00,0.0,  9:19,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:30,TOTAL   : 24.81,870,910,910,47,12,14.1,15.3,2.7,273,280,304,260,286,41,286,46,46,45,45,46,1,46,21.0,21.0,18.6,18.6,53,46,46,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0,  9:19,  0:00,  0:00,0.0,  9:19,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:30,TOTAL   : 24.81,920,920,920,47,12,14.1,14.4,2.7,291,297,320,276,304,44,304,45,46,45,45,46,1,46,21.0,21.0,18.6,18.6,56,46,46,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0,  9:19,  0:00,  0:00,0.0,  9:19,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:31,TOTAL   : 24.81,890,930,890,47,12,14.1,13.3,2.4,312,315,336,291,320,44,320,45,46,45,45,46,1,46,21.0,21.0,18.6,18.6,58,46,46,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0,  9:19,  0:00,  0:00,0.0,  9:19,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:31,TOTAL   : 24.81,890,930,890,47,12,14.1,13.1,2.4,331,331,352,308,336,45,336,45,46,45,45,46,1,46,21.0,21.0,18.6,18.6,60,46,46,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:32,TOTAL   : 24.81,890,930,890,47,12,14.1,13.1,2.4,350,348,368,323,352,44,352,45,46,45,45,46,1,46,21.0,21.0,18.6,18.6,60,46,46,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:32,TOTAL   : 24.81,940,940,940,47,12,14.1,13.0,2.4,369,365,383,340,368,45,368,45,46,45,45,46,1,46,21.0,21.0,18.7,18.7,61,46,46,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:32,TOTAL   : 24.81,920,950,920,47,12,14.1,13.3,2.4,406,396,412,373,398,41,398,45,46,45,45,46,1,46,21.0,21.0,18.6,18.6,61,46,46,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:33,TOTAL   : 24.81,920,950,920,47,12,14.1,13.3,2.4,406,396,412,373,398,41,398,45,46,45,45,46,1,46,21.0,21.0,18.6,18.6,61,46,46,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:33,TOTAL   : 24.81,920,960,920,47,12,14.1,13.2,2.7,423,411,426,389,412,39,412,46,46,45,45,46,1,46,21.0,21.0,18.7,18.7,62,46,46,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:33,TOTAL   : 24.81,960,960,960,47,12,14.1,12.7,2.7,440,426,439,407,426,37,426,45,46,45,45,46,1,46,21.0,21.0,18.8,18.8,62,46,46,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0,  9:19,  0:00,  0:00,0.0,  9:19,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:34,TOTAL   : 24.81,970,970,970,47,12,14.1,12.3,2.4,458,440,453,423,440,34,440,45,46,45,45,46,1,46,21.0,21.0,18.8,18.8,62,46,46,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0,  9:19,  0:00,  0:00,0.0,  9:19,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:34,TOTAL   : 24.81,940,980,940,48,12,14.1,12.1,2.4,475,456,467,440,458,35,458,45,46,45,45,46,1,46,21.0,21.0,18.9,18.9,62,46,46,8,8,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:34,TOTAL   : 24.81,940,980,940,48,13,14.1,11.3,2.4,492,470,479,457,475,35,475,46,47,46,46,46,1,46,21.0,21.0,18.9,18.9,62,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:35,TOTAL   : 24.81,940,980,940,48,13,14.1,11.4,2.4,508,483,492,472,492,35,492,46,47,46,46,47,1,47,21.0,21.0,18.9,18.9,62,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:35,TOTAL   : 24.81,980,980,980,48,13,14.2,11.4,2.4,523,497,504,487,508,36,508,46,47,46,46,47,1,47,21.0,21.0,19.0,19.0,62,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:35,TOTAL   : 24.81,990,990,990,48,13,14.2,11.2,2.4,538,510,516,502,523,36,523,46,47,46,46,47,1,47,21.0,21.0,19.0,19.0,62,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:36,TOTAL   : 24.81,990,990,990,48,13,14.2,11.2,2.4,538,510,516,502,523,36,523,46,47,46,46,47,1,47,21.0,21.0,19.0,19.0,62,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:36,TOTAL   : 24.81,1000,1000,1000,48,13,14.2,11.2,2.4,552,522,527,516,538,36,538,46,47,46,46,47,1,47,20.9,20.9,19.0,19.0,62,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:36,TOTAL   : 24.81,1000,1000,1000,48,13,14.2,10.1,2.7,579,547,550,544,566,36,566,47,47,47,46,47,1,47,20.9,20.9,19.0,19.0,62,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:37,TOTAL   : 24.81,970,1010,970,48,13,14.2,10.0,2.7,593,558,562,557,579,36,579,47,47,47,46,47,1,47,20.9,20.9,19.0,19.0,62,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0,  9:18,  0:00,  0:00,0.0,  9:18,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:37,TOTAL   : 24.81,970,1010,970,48,13,14.2,10.0,2.7,593,558,562,557,579,36,579,47,47,47,46,47,1,47,20.9,20.9,19.0,19.0,62,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0,  9:18,  0:00,  0:00,0.0,  9:18,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:37,TOTAL   : 24.81,970,1010,970,48,13,14.2,9.8,2.7,606,569,572,570,593,36,593,47,47,47,46,47,1,47,20.9,20.9,19.0,19.0,62,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0,  9:18,  0:00,  0:00,0.0,  9:18,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:38,TOTAL   : 24.81,970,1010,970,48,13,14.1,10.7,2.7,617,580,584,581,606,37,606,47,47,47,46,47,1,47,20.9,20.9,19.0,19.0,61,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0,  9:18,  0:00,  0:00,0.0,  9:18,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:38,TOTAL   : 24.81,1020,1020,1020,48,13,14.2,11.1,2.4,629,591,594,594,617,37,617,46,47,47,46,47,1,47,20.9,20.9,19.0,19.0,61,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0,  9:18,  0:00,  0:00,0.0,  9:18,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:38,TOTAL   : 24.81,1020,1020,1020,48,13,14.2,11.0,2.4,639,601,605,605,629,38,629,47,47,47,46,47,1,47,20.9,20.9,19.0,19.0,61,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:39,TOTAL   : 24.81,1000,1030,1000,48,13,14.2,11.0,2.4,649,611,615,616,639,38,639,47,47,47,46,47,1,47,20.9,20.9,19.0,19.0,61,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:39,TOTAL   : 24.81,1000,1030,1000,48,13,14.2,10.9,2.4,660,621,624,625,649,38,649,47,47,47,46,47,1,47,20.9,20.9,19.0,19.0,61,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:39,TOTAL   : 24.81,1000,1030,1000,48,13,14.2,10.9,2.4,660,621,624,625,649,38,649,47,47,47,46,47,1,47,20.9,20.9,19.0,19.0,61,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:40,TOTAL   : 24.81,1040,1040,1040,48,13,14.2,10.5,2.7,678,639,642,644,670,40,670,47,47,48,46,47,1,47,20.9,20.9,19.1,19.1,61,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:40,TOTAL   : 24.81,1040,1040,1040,48,12,14.2,11.0,2.7,686,647,649,652,678,39,678,47,47,48,46,48,2,48,20.9,20.9,19.1,19.1,61,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0,  9:18,  0:00,  0:00,0.0,  9:18,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:40,TOTAL   : 24.81,1040,1040,1040,48,12,14.2,11.0,2.7,686,647,649,652,678,39,678,47,47,48,46,48,2,48,20.9,20.9,19.1,19.1,61,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0,  9:18,  0:00,  0:00,0.0,  9:18,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:41,TOTAL   : 24.80,1040,1040,1040,48,12,14.2,9.6,2.7,703,662,666,668,696,41,696,48,47,48,46,48,2,48,20.9,20.9,19.1,19.1,61,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0,  9:18,  0:00,  0:00,0.0,  9:18,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:41,TOTAL   : 24.80,1040,1040,1040,48,12,14.2,9.6,2.7,703,662,666,668,696,41,696,48,47,48,46,48,2,48,20.9,20.9,19.1,19.1,61,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0,  9:18,  0:00,  0:00,0.0,  9:18,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:41,TOTAL   : 24.80,1050,1050,1050,48,12,14.1,9.1,2.7,712,670,673,675,703,41,703,47,47,48,47,48,2,48,20.9,20.9,19.1,19.1,61,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0,  9:18,  0:00,  0:00,0.0,  9:18,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
09:26:42,TOTAL   : 24.80,1050,1050,1050,48,12,14.1,8.3,2.4,728,684,690,690,721,44,721,46,48,48,47,48,1,48,20.9,20.9,19.1,19.1,61,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:42,TOTAL   : 24.80,1050,1050,1050,48,12,14.1,8.3,2.4,728,684,690,690,721,44,721,46,48,48,47,48,1,48,20.9,20.9,19.1,19.1,61,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:42,TOTAL   : 24.80,1020,1070,1020,48,12,14.1,8.5,2.4,743,698,703,703,736,45,736,47,48,48,47,48,1,48,20.9,20.9,19.1,19.1,61,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:43,TOTAL   : 24.80,1020,1070,1020,48,12,14.1,8.5,2.4,743,698,703,703,736,45,736,47,48,48,47,48,1,48,20.9,20.9,19.1,19.1,61,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.4,59.0,100.0,24.8,
09:26:43,TOTAL   : 24.80,1050,1090,1090,48,12,14.1,8.7,2.7,749,703,711,709,743,45,743,48,48,48,47,48,1,48,20.9,20.9,19.1,19.1,61,47,47,9,9,  0.00, 41.86,24.8,0.0,0.0,0.0,24.8,0.0,0.0, 10:28,  0:00,  0:00,0.0, 10:28,0.0,0.0,11.2,0.0,2.7,59.0,100.0,24.8,
