Electronics International Inc
CGR-30P Flight Data Recording
Aircraft ID....: C-GJYY
Unit ID........: 10003942
EDC Models.....: P-4-6-H,,
SW Version.....: 1.2
Tracking Number: 570
Local Time: 2026/04/20 11:19:18 
Zulu Time.: 2026/04/20 18:19:18 
Flight Number: 907
Engine Hours.:  54.13 hrs
Tach Time....:  40.42 hrs
Data Logging Interval: 0.3 sec

TIME,SEL TANK QTY,RPMLEFT;RPM,RPMRIGHT;RPM,RPM;***,TEMP COMP;*F,OAT;*C,VOLTS;V,AMPS;A,FLOW;GPH,EGT1;*F,EGT2;*F,EGT3;*F,EGT4;*F,EGT:;***,EGT-D:;***,EGT-H:;***,CHT1;*F,CHT2;*F,CHT3;*F,CHT4;*F,CHT:;***,CHT-D:;***,CHT-H:;***,FUEL L;GAL,FUEL L   ANN;GAL,FUEL R;GAL,FUEL R   ANN;GAL,OIL P;PSI,OIL T;*F,OIL T    ANN;*F,CARB T;*C,CARB T   ANN;*C,FLT;HRS,TACH;HRS,EST  TOTAL;GAL,RANGE;NM,TO DEST;NM,AT DEST;NM,REMAIN;GAL,TO DEST;GAL,AT DEST;GAL,TO EMPTY;H:M,TO DEST;H:M,AT DEST;H:M,DISTANCE;NM,TIME;H:M,QUANTITY;GAL,FLIGHT;GAL,SINCE ADD;GAL,ECONOMY;MPG,ENGINE;GPH,SWITCH IN;H:M,SWTCH    ANN; ,FUEL     ANN; ,
11:19:18,TOTAL   : 30.03,0,0,0,58,12,11.5,0.0,0.0,52,52,51,52,45,1,45,42,42,41,42,35,1,35,5.8,5.8,4.7,4.7,0,44,44,11,11,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:19,TOTAL   : 30.03,0,0,0,65,16,11.5,0.0,0.0,59,59,58,59,52,1,52,49,50,49,50,42,1,42,6.5,6.5,5.2,5.2,0,51,51,14,14,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:19,TOTAL   : 30.03,0,0,0,65,18,11.5,0.0,0.0,59,59,58,59,59,1,59,54,54,53,54,50,1,50,7.2,7.2,5.8,5.8,0,56,56,17,17,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:19,TOTAL   : 30.03,0,0,0,65,18,11.5,0.0,0.0,59,59,58,59,59,1,59,54,54,53,54,50,1,50,7.2,7.2,5.8,5.8,0,56,56,17,17,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:20,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,8.7,8.7,7.0,7.0,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:20,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,9.4,9.4,7.6,7.6,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:20,TOTAL   : 30.03,0,0,0,65,19,11.5,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,10.1,10.1,8.2,8.2,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:21,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,10.9,10.9,8.7,8.7,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:21,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,10.9,10.9,8.7,8.7,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:21,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,11.6,11.6,9.3,9.3,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:22,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,12.3,12.3,9.9,9.9,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:22,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,13.8,13.8,11.1,11.1,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:22,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,13.8,13.8,11.1,11.1,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:23,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,14.5,14.5,11.7,11.7,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:23,TOTAL   : 30.03,0,0,0,65,19,11.5,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,15.2,15.2,12.3,12.3,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:23,TOTAL   : 30.03,0,0,0,65,19,11.5,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,15.9,15.9,12.9,12.9,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:24,TOTAL   : 30.03,0,0,0,65,19,11.5,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,16.7,16.7,13.4,13.4,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:24,TOTAL   : 30.03,0,0,0,65,19,11.5,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,17.4,17.4,14.0,14.0,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:24,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,18.1,18.1,14.6,14.6,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:25,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,18.1,18.1,14.6,14.6,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:25,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,18.8,18.8,15.2,15.2,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:25,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,20.3,20.3,16.4,16.4,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:26,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,21.0,21.0,17.0,17.0,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:26,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,21.0,21.0,17.0,17.0,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:26,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,21.0,21.0,17.0,17.0,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:27,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,21.0,21.0,17.0,17.0,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:27,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,21.0,21.0,17.0,17.0,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:27,TOTAL   : 30.03,0,0,0,65,19,11.5,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,21.0,21.0,17.0,17.0,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:28,TOTAL   : 30.03,0,0,0,65,19,11.5,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,21.0,21.0,17.0,17.0,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:28,TOTAL   : 30.03,0,0,0,65,19,11.5,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,21.0,21.0,17.0,17.0,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:28,TOTAL   : 30.03,0,0,0,65,19,11.5,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,21.0,21.0,17.0,17.0,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:29,TOTAL   : 30.03,0,0,0,65,19,11.5,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,21.0,21.0,17.0,17.0,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:29,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,21.0,21.0,17.0,17.0,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
11:19:30,TOTAL   : 30.03,0,0,0,65,19,11.6,0.0,0.0,59,59,58,59,59,1,59,56,57,56,57,57,1,57,21.0,21.0,17.0,17.0,0,58,58,18,18,  0.00, 40.42,30.0,0.0,0.0,0.0,30.0,0.0,0.0, 99:59,  0:00,  0:00,0.0, 99:59,0.0,0.0,6.0,0.0,0.0,359940.0,100.0,30.0,
